id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
7997,extraneous,feedback latency,neg,augmented,taglish,di ko pa rin alam kung ano need gawin para maresolve yung question ko about sa requirements,,5098,di ko pa rin alam kung ano need gawin para maresolve yung question ko about sa requirements
8000,extraneous,feedback latency,neg,augmented,taglish,"nakailang request na ako pero same response pa rin, paulit-ulit. wala na bang bago",,5101,"nakailang request na ako pero same response pa rin, paulit-ulit. wala na bang bago"
8001,extraneous,feedback latency,neg,synthetic,english,We submitted our project three weeks ago and still haven't gotten any grade or comments back.,,4902,We submitted our project three weeks ago and still haven't gotten any grade or comments back.
8002,extraneous,feedback latency,neg,synthetic,english,I asked a question about my quiz score and it took the professor almost two weeks to reply.,,4903,I asked a question about my quiz score and it took the professor almost two weeks to reply.
8003,extraneous,feedback latency,neg,synthetic,english,"Our lab reports from last month still haven't been returned, so I don't even know what to fix for the next one.",,4904,"Our lab reports from last month still haven't been returned, so I don't even know what to fix for the next one."
8004,extraneous,feedback latency,neg,synthetic,english,"By the time we got our exam results back, we were already halfway through the next unit.",,4905,"By the time we got our exam results back, we were already halfway through the next unit."
8006,extraneous,feedback latency,neg,synthetic,english,The feedback for our essay came so late that it was basically useless for the next assignment.,,4907,The feedback for our essay came so late that it was basically useless for the next assignment.
8007,extraneous,feedback latency,neg,synthetic,english,We finished the midterm over a month ago and there's still no score posted anywhere.,,4908,We finished the midterm over a month ago and there's still no score posted anywhere.
8008,extraneous,feedback latency,neg,synthetic,english,I emailed asking why my submission wasn't marked and haven't heard back since.,,4909,I emailed asking why my submission wasn't marked and haven't heard back since.
8009,extraneous,feedback latency,neg,synthetic,english,Our group project was submitted early but the grading came out after the final deadline for everything else.,,4910,Our group project was submitted early but the grading came out after the final deadline for everything else.
8010,extraneous,feedback latency,neg,synthetic,english,It took so long to get our quiz results that we'd already forgotten what we even answered.,,4911,It took so long to get our quiz results that we'd already forgotten what we even answered.
8011,extraneous,feedback latency,neg,synthetic,english,I still don't know my standing in the class because grades haven't been updated in weeks.,,4912,I still don't know my standing in the class because grades haven't been updated in weeks.
8012,extraneous,feedback latency,neg,synthetic,english,"The comments on my code submission came back a full month later, way too late to actually improve.",,4913,"The comments on my code submission came back a full month later, way too late to actually improve."
8013,extraneous,feedback latency,neg,synthetic,english,"We asked during class about our scores and got told ""soon"" three separate times now.",,4914,"We asked during class about our scores and got told ""soon"" three separate times now."
8014,extraneous,feedback latency,neg,synthetic,english,My groupmate's question in the module chat has been unanswered for over a week now.,,4915,My groupmate's question in the module chat has been unanswered for over a week now.
8015,extraneous,feedback latency,neg,synthetic,english,It's frustrating waiting this long just to know if we did the requirements correctly.,,4916,It's frustrating waiting this long just to know if we did the requirements correctly.
8018,extraneous,feedback latency,neg,synthetic,english,The feedback loop is so slow that we're already on a new topic before hearing back about the last one.,,4919,The feedback loop is so slow that we're already on a new topic before hearing back about the last one.
8019,extraneous,feedback latency,neg,synthetic,english,We had to guess what we did wrong on the previous exam since results took forever to come out.,,4920,We had to guess what we did wrong on the previous exam since results took forever to come out.
8020,extraneous,feedback latency,neg,synthetic,english,My question about the assignment format sat unanswered in the group chat for days.,,4921,My question about the assignment format sat unanswered in the group chat for days.
8021,extraneous,feedback latency,neg,synthetic,english,"Grades for our first long quiz only appeared right before the final exam, which felt way too late.",,4922,"Grades for our first long quiz only appeared right before the final exam, which felt way too late."
8022,extraneous,feedback latency,neg,synthetic,english,I asked about a possible error in my score and I'm still waiting to hear anything back.,,4923,I asked about a possible error in my score and I'm still waiting to hear anything back.
8023,extraneous,feedback latency,neg,synthetic,english,The delay in getting our checked papers back means we can't apply the corrections to anything upcoming.,,4924,The delay in getting our checked papers back means we can't apply the corrections to anything upcoming.
8024,extraneous,feedback latency,neg,synthetic,english,"There's no timely response system, questions posted online just pile up unanswered for a long time.",,4925,"There's no timely response system, questions posted online just pile up unanswered for a long time."
8026,extraneous,feedback latency,neg,synthetic,english,I don't know if my submission even went through properly since there's been no acknowledgment at all.,,4927,I don't know if my submission even went through properly since there's been no acknowledgment at all.
8027,extraneous,feedback latency,neg,synthetic,english,"We keep asking when the checked outputs will be returned and the answer is always ""next week.""",,4928,"We keep asking when the checked outputs will be returned and the answer is always ""next week."""
8028,extraneous,feedback latency,neg,synthetic,english,It's hard to know if I'm improving when the feedback on my work always comes so late.,,4929,It's hard to know if I'm improving when the feedback on my work always comes so late.
8029,extraneous,feedback latency,neg,synthetic,english,"The comments on our thesis draft arrived right before the deadline for the next chapter, giving us no time to adjust.",,4930,"The comments on our thesis draft arrived right before the deadline for the next chapter, giving us no time to adjust."
8030,extraneous,feedback latency,neg,synthetic,english,My inquiry about the missing grade has been sitting unanswered for almost two weeks now.,,4931,My inquiry about the missing grade has been sitting unanswered for almost two weeks now.
8031,extraneous,feedback latency,neg,synthetic,english,We finished the requirement on time but the results only came out after the next requirement was already due.,,4932,We finished the requirement on time but the results only came out after the next requirement was already due.
8032,extraneous,feedback latency,neg,synthetic,english,I feel like I'm working blind since I never get timely updates on how I'm actually doing.,,4933,I feel like I'm working blind since I never get timely updates on how I'm actually doing.
8033,extraneous,feedback latency,neg,synthetic,english,"The quiz was two weeks ago and the results still aren't posted, so I have no idea what to review.",,4934,"The quiz was two weeks ago and the results still aren't posted, so I have no idea what to review."
8035,extraneous,feedback latency,neg,synthetic,english,Our essay feedback came back so late that we'd already submitted the next essay without knowing our mistakes.,,4936,Our essay feedback came back so late that we'd already submitted the next essay without knowing our mistakes.
8036,extraneous,feedback latency,neg,synthetic,english,I sent a message about my incomplete grade last week and there's been no reply yet.,,4937,I sent a message about my incomplete grade last week and there's been no reply yet.
8037,extraneous,feedback latency,neg,synthetic,english,The turnaround time for checked seatworks is so long that most of us forget the actual content by then.,,4938,The turnaround time for checked seatworks is so long that most of us forget the actual content by then.
8038,extraneous,feedback latency,neg,synthetic,english,"We were told scores would be released within the week, but it's already been almost a month.",,4939,"We were told scores would be released within the week, but it's already been almost a month."
8039,extraneous,feedback latency,neg,synthetic,english,My clarification email about the requirements has been unread for over a week now based on the read receipt.,,4940,My clarification email about the requirements has been unread for over a week now based on the read receipt.
8040,extraneous,feedback latency,neg,synthetic,english,There's a huge gap between submitting requirements and actually knowing if we passed or not.,,4941,There's a huge gap between submitting requirements and actually knowing if we passed or not.
8041,extraneous,feedback latency,neg,synthetic,english,I still haven't received feedback on my presentation even though it was weeks ago already.,,4942,I still haven't received feedback on my presentation even though it was weeks ago already.
8042,extraneous,feedback latency,neg,synthetic,english,The delay in checking our outputs makes it impossible to know what areas we need to improve before the next task.,,4943,The delay in checking our outputs makes it impossible to know what areas we need to improve before the next task.
8043,extraneous,feedback latency,neg,synthetic,english,Our project proposal feedback only came in after we had already started the next phase blindly.,,4944,Our project proposal feedback only came in after we had already started the next phase blindly.
8044,extraneous,feedback latency,neg,synthetic,english,I asked twice about my missing quiz score and both times got no clear answer.,,4945,I asked twice about my missing quiz score and both times got no clear answer.
8045,extraneous,feedback latency,neg,synthetic,english,It feels like our questions get lost since responses take way longer than they should.,,4946,It feels like our questions get lost since responses take way longer than they should.
8046,extraneous,feedback latency,neg,synthetic,english,The checked exams were supposed to be back last week but there's still no update at all.,,4947,The checked exams were supposed to be back last week but there's still no update at all.
8047,extraneous,feedback latency,neg,synthetic,english,My group has been waiting for our activity results for so long that we've moved on to unrelated topics already.,,4948,My group has been waiting for our activity results for so long that we've moved on to unrelated topics already.
8048,extraneous,feedback latency,neg,synthetic,english,"There's no consistent timeline for when feedback actually gets released, it's always uncertain.",,4949,"There's no consistent timeline for when feedback actually gets released, it's always uncertain."
8049,extraneous,feedback latency,neg,synthetic,english,I don't know if I need to redo anything because the comments on my submission are taking forever to arrive.,,4950,I don't know if I need to redo anything because the comments on my submission are taking forever to arrive.
8050,extraneous,feedback latency,neg,synthetic,english,Waiting this long for feedback makes it hard to know if my understanding of the topic is even correct.,,4951,Waiting this long for feedback makes it hard to know if my understanding of the topic is even correct.
8051,extraneous,feedback latency,neg,synthetic,tagalog,Tatlong linggo na mula nang isumite namin yung project pero wala pa ring grade na dumarating.,,4952,Tatlong linggo na mula nang isumite namin yung project pero wala pa ring grade na dumarating.
8053,extraneous,feedback latency,neg,synthetic,tagalog,Kinukuwestiyon ko na kung nakarating ba talaga yung submission ko dahil wala man lang acknowledgment.,,4954,Kinukuwestiyon ko na kung nakarating ba talaga yung submission ko dahil wala man lang acknowledgment.
8055,extraneous,feedback latency,neg,synthetic,tagalog,Naka-move on na kami sa bagong topic bago pa man dumating yung feedback sa naunang gawain.,,4956,Naka-move on na kami sa bagong topic bago pa man dumating yung feedback sa naunang gawain.
8057,extraneous,feedback latency,neg,synthetic,tagalog,Nagpaalala na ako ng ilang beses tungkol sa missing grade ko pero parang nakakalimutan pa rin.,,4958,Nagpaalala na ako ng ilang beses tungkol sa missing grade ko pero parang nakakalimutan pa rin.
8058,extraneous,feedback latency,neg,synthetic,tagalog,Yung comments sa thesis draft namin dumating na halos deadline na ng susunod na kabanata.,,4959,Yung comments sa thesis draft namin dumating na halos deadline na ng susunod na kabanata.
8059,extraneous,feedback latency,neg,synthetic,tagalog,Kailangan naming humulaan na lang kung tama ba ang sagot dahil ang tagal bago lumabas ng resulta.,,4960,Kailangan naming humulaan na lang kung tama ba ang sagot dahil ang tagal bago lumabas ng resulta.
8060,extraneous,feedback latency,neg,synthetic,tagalog,Ilang beses ko nang na-message si ma'am pero hindi pa rin nasasagot yung tanong ko about sa marka.,,4961,Ilang beses ko nang na-message si ma'am pero hindi pa rin nasasagot yung tanong ko about sa marka.
8061,extraneous,feedback latency,neg,synthetic,tagalog,Wala akong idea kung tama ba yung ginawa ko dahil ang tagal bago dumating ng feedback.,,4962,Wala akong idea kung tama ba yung ginawa ko dahil ang tagal bago dumating ng feedback.
8062,extraneous,feedback latency,neg,synthetic,tagalog,"Nung dumating na yung checked papers, kasabay na rin ng deadline ng bagong requirement.",,4963,"Nung dumating na yung checked papers, kasabay na rin ng deadline ng bagong requirement."
8063,extraneous,feedback latency,neg,synthetic,tagalog,Naghintay kami ng buong linggo sa result ng exam pero wala pa ring lumalabas.,,4964,Naghintay kami ng buong linggo sa result ng exam pero wala pa ring lumalabas.
8067,extraneous,feedback latency,neg,synthetic,tagalog,Iniisip ko kung nakalimutan na lang ba nila yung tanong ko dahil sobrang tagal na.,,4968,Iniisip ko kung nakalimutan na lang ba nila yung tanong ko dahil sobrang tagal na.
8069,extraneous,feedback latency,neg,synthetic,tagalog,Wala pa ring update sa marka namin kahit ilang beses na naming tinanong ang tungkol dito.,,4970,Wala pa ring update sa marka namin kahit ilang beses na naming tinanong ang tungkol dito.
8070,extraneous,feedback latency,neg,synthetic,tagalog,Nakalimutan ko na yata yung sagot ko sa quiz dahil ang tagal bago naibalik ang resulta.,,4971,Nakalimutan ko na yata yung sagot ko sa quiz dahil ang tagal bago naibalik ang resulta.
8072,extraneous,feedback latency,neg,synthetic,tagalog,Kailangan naming asikasuhin paulit-ulit ang tanong dahil hindi rin naman agad nasasagot.,,4973,Kailangan naming asikasuhin paulit-ulit ang tanong dahil hindi rin naman agad nasasagot.
8073,extraneous,feedback latency,neg,synthetic,tagalog,Ilang beses ko nang na-follow up pero sabi lagi nila ay next week na daw ilalabas.,,4974,Ilang beses ko nang na-follow up pero sabi lagi nila ay next week na daw ilalabas.
8074,extraneous,feedback latency,neg,synthetic,tagalog,Ang tagal ng turnaround kaya nakakalimutan na namin yung laman ng sinagutan naming exam.,,4975,Ang tagal ng turnaround kaya nakakalimutan na namin yung laman ng sinagutan naming exam.
8075,extraneous,feedback latency,neg,synthetic,tagalog,Naiwan kaming nagtataka kung ano ang nangyari sa submission namin dahil walang balita.,,4976,Naiwan kaming nagtataka kung ano ang nangyari sa submission namin dahil walang balita.
8076,extraneous,feedback latency,neg,synthetic,tagalog,Iniisip ko na baka may problema sa upload namin dahil walang natanggap na acknowledgment.,,4977,Iniisip ko na baka may problema sa upload namin dahil walang natanggap na acknowledgment.
8077,extraneous,feedback latency,neg,synthetic,tagalog,"Sabihan man kami ng deadline ng release, hindi naman talaga nasusunod ito palagi.",,4978,"Sabihan man kami ng deadline ng release, hindi naman talaga nasusunod ito palagi."
8078,extraneous,feedback latency,neg,synthetic,tagalog,Sobrang tagal bago naming malaman kung tama ba ang naunawaan namin sa lesson.,,4979,Sobrang tagal bago naming malaman kung tama ba ang naunawaan namin sa lesson.
8079,extraneous,feedback latency,neg,synthetic,tagalog,Naghihintay pa rin kami ng resulta ng practical exam kahit isang buwan na ang nakalipas.,,4980,Naghihintay pa rin kami ng resulta ng practical exam kahit isang buwan na ang nakalipas.
8081,extraneous,feedback latency,neg,synthetic,tagalog,"Nakakainis dahil kada tanong namin, umaabot ng ilang araw bago sagutin.",,4982,"Nakakainis dahil kada tanong namin, umaabot ng ilang araw bago sagutin."
8082,extraneous,feedback latency,neg,synthetic,tagalog,"Iniwan lang sa gilid yung katanungan ko tungkol sa missing na grade, hindi pa rin nasasagot.",,4983,"Iniwan lang sa gilid yung katanungan ko tungkol sa missing na grade, hindi pa rin nasasagot."
8083,extraneous,feedback latency,neg,synthetic,tagalog,Wala pa ring update sa presentation grade namin kahit dalawang linggo na ang nakalipas.,,4984,Wala pa ring update sa presentation grade namin kahit dalawang linggo na ang nakalipas.
8084,extraneous,feedback latency,neg,synthetic,tagalog,"Ilang beses na naming binanggit sa klase pero paulit-ulit din lang sinasabing ""sa lalabas pa.""",,4985,"Ilang beses na naming binanggit sa klase pero paulit-ulit din lang sinasabing ""sa lalabas pa."""
8085,extraneous,feedback latency,neg,synthetic,tagalog,Naiwan kami nang hindi alam kung tama ba ang gawa namin dahil ang tagal ng resulta.,,4986,Naiwan kami nang hindi alam kung tama ba ang gawa namin dahil ang tagal ng resulta.
8087,extraneous,feedback latency,neg,synthetic,tagalog,Naghihintay pa rin kami ng feedback sa essay namin kahit nasa susunod na topic na kami.,,4988,Naghihintay pa rin kami ng feedback sa essay namin kahit nasa susunod na topic na kami.
8088,extraneous,feedback latency,neg,synthetic,tagalog,Wala pa ring kasagutan sa email ko tungkol sa hindi kumpletong grade ko sa system.,,4989,Wala pa ring kasagutan sa email ko tungkol sa hindi kumpletong grade ko sa system.
8089,extraneous,feedback latency,neg,synthetic,tagalog,Kailangan naming hulaan na lang kung dapat ba i-revise yung gawa namin dahil walang komento pa.,,4990,Kailangan naming hulaan na lang kung dapat ba i-revise yung gawa namin dahil walang komento pa.
8090,extraneous,feedback latency,neg,synthetic,tagalog,Naiwan kaming naghihintay ng feedback sa proposal habang tumatakbo na ang oras para sa susunod na phase.,,4991,Naiwan kaming naghihintay ng feedback sa proposal habang tumatakbo na ang oras para sa susunod na phase.
8091,extraneous,feedback latency,neg,synthetic,tagalog,Ang tagal bago namin nalaman kung pumasa ba kami sa dating requirement.,,4992,Ang tagal bago namin nalaman kung pumasa ba kami sa dating requirement.
8096,extraneous,feedback latency,neg,synthetic,tagalog,Wala kaming idea kung ano yung dapat i-improve dahil walang natatanggap na komento sa outputs namin.,,4997,Wala kaming idea kung ano yung dapat i-improve dahil walang natatanggap na komento sa outputs namin.
8097,extraneous,feedback latency,neg,synthetic,tagalog,"Sobrang bagal ng pag-post ng resulta, sabay pa itong dumating sa deadline ng bagong gawain.",,4998,"Sobrang bagal ng pag-post ng resulta, sabay pa itong dumating sa deadline ng bagong gawain."
8098,extraneous,feedback latency,neg,synthetic,tagalog,Naiwan lang naming pending yung tanong tungkol sa incomplete grade ko sa records.,,4999,Naiwan lang naming pending yung tanong tungkol sa incomplete grade ko sa records.
8102,extraneous,feedback latency,neg,synthetic,tagalog,"Habang face to face, pumunta ako sa faculty room para lang magtanong tungkol sa grade ko pero wala rin siyang updates.",,5003,"Habang face to face, pumunta ako sa faculty room para lang magtanong tungkol sa grade ko pero wala rin siyang updates."
8103,extraneous,feedback latency,neg,synthetic,tagalog,"Sa online portal, nakalagay pa rin na ""pending"" yung marka ko kahit isang buwan na ang nakalipas.",,5004,"Sa online portal, nakalagay pa rin na ""pending"" yung marka ko kahit isang buwan na ang nakalipas."
8105,extraneous,feedback latency,neg,synthetic,tagalog,"Sa group chat, hindi pa rin nasasagot ang tanong namin tungkol sa checked outputs mula noong isang linggo.",,5006,"Sa group chat, hindi pa rin nasasagot ang tanong namin tungkol sa checked outputs mula noong isang linggo."
8106,extraneous,feedback latency,neg,synthetic,tagalog,"Habang face to face, kinausap ko siya after class pero sabi lang niya wala pa raw tapos ang checking.",,5007,"Habang face to face, kinausap ko siya after class pero sabi lang niya wala pa raw tapos ang checking."
8107,extraneous,feedback latency,neg,synthetic,tagalog,"Sa online class, hinintay namin ang result sa buong session pero hindi naman siya nabanggit hanggang matapos.",,5008,"Sa online class, hinintay namin ang result sa buong session pero hindi naman siya nabanggit hanggang matapos."
8109,extraneous,feedback latency,neg,synthetic,tagalog,"Sa Google Classroom namin, wala pa ring naka-post na grade kahit ilang linggo na ang lumipas.",,5010,"Sa Google Classroom namin, wala pa ring naka-post na grade kahit ilang linggo na ang lumipas."
8110,extraneous,feedback latency,neg,synthetic,tagalog,"Habang face to face, tinanong namin siya paulit-ulit tungkol sa resulta pero laging ""next meeting"" ang sagot.",,5011,"Habang face to face, tinanong namin siya paulit-ulit tungkol sa resulta pero laging ""next meeting"" ang sagot."
8112,extraneous,feedback latency,neg,synthetic,tagalog,"Habang klase, sinabi niyang malapit na daw ilabas ang resulta pero hindi pa rin ito nangyayari.",,5013,"Habang klase, sinabi niyang malapit na daw ilabas ang resulta pero hindi pa rin ito nangyayari."
8114,extraneous,feedback latency,neg,synthetic,tagalog,"Habang face to face, naghintay kami sa harap ng classroom para lang malaman ang resulta pero wala rin.",,5015,"Habang face to face, naghintay kami sa harap ng classroom para lang malaman ang resulta pero wala rin."
8115,extraneous,feedback latency,neg,synthetic,tagalog,"Sa online class, hindi pa rin na-update ang gradebook kahit matagal na ang nasumiteng requirement.",,5016,"Sa online class, hindi pa rin na-update ang gradebook kahit matagal na ang nasumiteng requirement."
8116,extraneous,feedback latency,neg,synthetic,tagalog,"Habang recitation, tinanong namin ang tungkol sa quiz pero paulit-ulit din lang ang sinasabing ""sa susunod na lang.""",,5017,"Habang recitation, tinanong namin ang tungkol sa quiz pero paulit-ulit din lang ang sinasabing ""sa susunod na lang."""
8117,extraneous,feedback latency,neg,synthetic,tagalog,"Sa Zoom namin, nagpaalala kami tungkol sa missing grade pero hindi pa rin ito naaayos.",,5018,"Sa Zoom namin, nagpaalala kami tungkol sa missing grade pero hindi pa rin ito naayos."
8118,extraneous,feedback latency,neg,synthetic,tagalog,"Habang face to face, kinausap namin siya personally pero sabi niya busy pa raw sa ibang klase niya.",,5019,"Habang face to face, kinausap namin siya personally pero sabi niya busy pa raw sa ibang klase niya."
8119,extraneous,feedback latency,neg,synthetic,tagalog,"Sa online module, nakasulat na ""under review"" ang status ng project namin mula pa noong isang buwan.",,5020,"Sa online module, nakasulat na ""under review"" ang status ng project namin mula pa noong isang buwan."
8120,extraneous,feedback latency,neg,synthetic,tagalog,"Habang klase, tinanong namin kung kailan ilalabas ang resulta pero wala pa ring malinaw na sagot.",,5021,"Habang klase, tinanong namin kung kailan ilalabas ang resulta pero wala pa ring malinaw na sagot."
8123,extraneous,feedback latency,neg,synthetic,tagalog,"Sa online class, sinabi niyang ilalabas raw ang score bago matapos ang linggo pero hindi naman natupad.",,5024,"Sa online class, sinabi niyang ilalabas raw ang score bago matapos ang linggo pero hindi naman natupad."
8124,extraneous,feedback latency,neg,synthetic,tagalog,"Habang recitation, tinanong ko personally ang tungkol sa activity ko pero sabi niya babalikan pa niya ako.",,5025,"Habang recitation, tinanong ko personally ang tungkol sa activity ko pero sabi niya babalikan pa niya ako."
8125,extraneous,feedback latency,neg,synthetic,tagalog,"Sa video call namin, wala pa ring update kahit ilang beses na naming tinanong ang tungkol sa marka.",,5026,"Sa video call namin, wala pa ring update kahit ilang beses na naming tinanong ang tungkol sa marka."
8126,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, na-miss ko na yung window para mag-appeal ng grade kasi ang tagal bago nailabas yung score namin.",,5027,"Grabe, na-miss ko na yung window para mag-appeal ng grade kasi ang tagal bago nailabas yung score namin."
8127,extraneous,feedback latency,neg,synthetic,taglish,Sabi ni ma'am babalikan niya kami after checking pero hanggang ngayon wala pa siyang narinig sa amin.,,5028,Sabi ni ma'am babalikan niya kami after checking pero hanggang ngayon wala pa siyang narinig sa amin.
8128,extraneous,feedback latency,neg,synthetic,taglish,"May nakalagay sa portal na ""graded"" pero walang komento or breakdown, so hindi ko alam san ako nagkulang.",,5029,"May nakalagay sa portal na ""graded"" pero walang komento or breakdown, so hindi ko alam saan ako nagkulang."
8129,extraneous,feedback latency,neg,synthetic,taglish,"Iniwan lang kami sa dilim tungkol sa defense feedback namin, wala man lang summary ang panel na binigay.",,5030,"Iniwan lang kami sa dilim tungkol sa defense feedback namin, wala man lang summary ang panel na binigay."
8131,extraneous,feedback latency,neg,synthetic,taglish,I checked the portal every day for two weeks tapos bigla na lang lumabas yung grade nang walang paalala.,,5032,I checked the portal every day for two weeks tapos bigla na lang lumabas yung grade nang walang paalala.
8132,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase akong nakatanggap na ng feedback niya pero ako wala pa, kahit sabay kami nagsubmit.",,5033,"May kaklase akong nakatanggap na ng feedback niya pero ako wala pa, kahit sabay kami nagsubmit."
8133,extraneous,feedback latency,neg,synthetic,taglish,"Nung binigyan kami ng resulta, hindi na included yung mga comment na dapat sana naka-attach sa paper.",,5034,"Nung binigyan kami ng resulta, hindi na included yung mga comment na dapat sana naka-attach sa paper."
8134,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko naiwan lang sa isang subject pero pati pala sa isa pa, hindi lang namin agad nalaman.",,5035,"Grabe, akala ko naiwan lang sa isang subject pero pati pala sa isa pa, hindi lang namin agad nalaman."
8135,extraneous,feedback latency,neg,synthetic,taglish,May bagong requirement na sila even though hindi pa naman na-release ang grade sa lumang isa.,,5036,May bagong requirement na sila even though hindi pa naman na-release ang grade sa lumang isa.
8136,extraneous,feedback latency,neg,synthetic,taglish,I asked for a consultation slot to clarify my score pero wala pa akong nakukuhang schedule mula sa kanya.,,5037,I asked for a consultation slot to clarify my score pero wala pa akong nakukuhang schedule mula sa kanya.
8137,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko released na ang peer evaluation results pero pala hindi pa talaga na-encode ni ma'am.",,5038,"Grabe, akala ko released na ang peer evaluation results pero pala hindi pa talaga na-encode ni ma'am."
8138,extraneous,feedback latency,neg,synthetic,taglish,Naiwan kaming nagtataka kung ano nangyari kasi walang notification na dumating kahit graded na raw kami.,,5039,Naiwan kaming nagtataka kung ano nangyari kasi walang notification na dumating kahit graded na raw kami.
8139,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase kong tinanong personally si sir, doon lang siya nagbigay ng verbal na sagot pero walang official record.",,5040,"May kaklase kong tinanong personally si sir, doon lang siya nagbigay ng verbal na sagot pero walang official record."
8141,extraneous,feedback latency,neg,synthetic,taglish,"I noticed na yung mga nag-follow up lang ang binibigyan ng response, kaya kailangan mo talaga magtanong palagi.",,5042,"I noticed na yung mga nag-follow up lang ang binibigyan ng response, kaya kailangan mo talaga magtanong palagi."
8142,extraneous,feedback latency,neg,synthetic,taglish,"May isang requirement na hanggang ngayon ""not yet checked"" pa rin ang status kahit isang buwan na ang nakalipas.",,5043,"May isang requirement na hanggang ngayon ""not yet checked"" pa rin ang status kahit isang buwan na ang nakalipas."
8144,extraneous,feedback latency,neg,synthetic,taglish,Sinabi sa amin na within three days ilalabas ang answer key pero hindi pa rin ito na-release.,,5045,Sinabi sa amin na within three days ilalabas ang answer key pero hindi pa rin ito na-release.
8145,extraneous,feedback latency,neg,synthetic,taglish,I feel like kami lang ang naiiwan sa results kasi ibang section na naka-move on sa next topic.,,5046,I feel like kami lang ang naiiwan sa results kasi ibang section na naka-move on sa next topic.
8147,extraneous,feedback latency,neg,synthetic,taglish,May tanong akong isinend sa kanya about the rubric pero na-miss ko na ring nagawa dahil sa tagal ng sagot.,,5048,May tanong akong isinend sa kanya about the rubric pero na-miss ko na ring nagawa dahil sa tagal ng sagot.
8148,extraneous,feedback latency,neg,synthetic,taglish,Naiwan lang kaming naghihintay ng announcement pero base na lang sa buzz ng ibang kaklase nalaman namin.,,5049,Naiwan lang kaming naghihintay ng announcement pero base na lang sa buzz ng ibang kaklase nalaman namin.
8149,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang huling communication na natanggap ko ay isang buwan na ang nakalipas tungkol sa resubmission ko.",,5050,"Grabe, ang huling communication na natanggap ko ay isang buwan na ang nakalipas tungkol sa resubmission ko."
8150,extraneous,feedback latency,neg,synthetic,taglish,"I submitted through the portal pero walang confirmation na natanggap, kaya hindi ko alam kung counted ba yun.",,5051,"I submitted through the portal pero walang confirmation na natanggap, kaya hindi ko alam kung counted ba yun."
8152,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang comment niya sa amin dumating pagkatapos naming isubmit na yung susunod na version, sayang lang.",,5053,"Grabe, ang comment niya sa amin dumating pagkatapos naming isubmit na yung susunod na version, sayang lang."
8153,extraneous,feedback latency,neg,synthetic,taglish,Naiwan kaming naguguluhan kasi iba yung breakdown na nasa portal sa aktwal na sinabi niya verbally.,,5054,Naiwan kaming naguguluhan kasi iba yung breakdown na nasa portal sa aktwal na sinabi niya verbally.
8154,extraneous,feedback latency,neg,synthetic,taglish,I asked twice about the missing item sa scoresheet ko pero parehong beses walang malinaw na sagot.,,5055,I asked twice about the missing item sa scoresheet ko pero parehong beses walang malinaw na sagot.
8155,extraneous,feedback latency,neg,synthetic,taglish,May bahagi ng klase na nakatanggap na agad ng result nila habang kami parte ng section pa rin naghihintay.,,5056,May bahagi ng klase na nakatanggap na agad ng result nila habang kami parte ng section pa rin naghihintay.
8156,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, sinabi niyang gawa na raw niya yung checking pero hindi pa rin na-post kahit anong grade.",,5057,"Grabe, sinabi niyang gawa na raw niya yung checking pero hindi pa rin na-post kahit anong grade."
8157,extraneous,feedback latency,neg,synthetic,taglish,Wala akong napansing update sa gradebook simula pa noong huling submission namin dalawang buwan na ang nakalipas.,,5058,Wala akong napansing update sa gradebook simula pa noong huling submission namin dalawang buwan na ang nakalipas.
8161,extraneous,feedback latency,neg,synthetic,taglish,I still haven't received any acknowledgment kahit ilang beses ko nang na-follow up ang tanong ko.,,5062,I still haven't received any acknowledgment kahit ilang beses ko nang na-follow up ang tanong ko.
8162,extraneous,feedback latency,neg,synthetic,taglish,"May isang requirement na ""for checking"" pa rin ang status kahit halos dalawang buwan na mula nung na-submit.",,5063,"May isang requirement na ""for checking"" pa rin ang status kahit halos dalawang buwan na mula nung na-submit."
8163,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko may schedule na sila for releasing pero same na naman lagi ang sagot na ""soon.""",,5064,"Grabe, akala ko may schedule na sila for releasing pero same na naman lagi ang sagot na ""soon."""
8164,extraneous,feedback latency,neg,synthetic,taglish,I've been waiting so long that hindi ko na alam kung ano dapat kong i-improve para sa next output.,,5065,I've been waiting so long that hindi ko na alam kung ano dapat kong i-improve para sa next output.
8166,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko may mali lang ako sa isang item pero pala buong quiz talaga hindi pa na-encode.",,5067,"Grabe, akala ko may mali lang ako sa isang item pero pala buong quiz talaga hindi pa na-encode."
8167,extraneous,feedback latency,neg,synthetic,taglish,I keep checking the portal pero same status pa rin ang lumalabas simula pa noong isumite namin.,,5068,I keep checking the portal pero same status pa rin ang lumalabas simula pa noong isumite namin.
